start_event_idx,end_event_idx,start_n,end_n,length_events,max_gap,sum_gap,mean_abs_y,branch_types
3744,3745,1246078,1246396,2,2380,2698,4.8938299999999995,"{0: np.int64(1), 1: np.int64(1)}"
8600,8601,6224584,6224925,2,440,781,3.1708335,{0: np.int64(2)}
6417,6418,4279907,4280631,2,724,1427,3.292396,"{0: np.int64(1), 1: np.int64(1)}"
6505,6506,4369875,4369877,2,193,195,4.9161165,"{0: np.int64(1), 1: np.int64(1)}"
8607,8608,6227011,6228242,2,1231,1359,3.557791,{0: np.int64(2)}
6511,6512,4369909,4370086,2,177,185,2.588075,{0: np.int64(2)}
3839,3840,1417563,1417761,2,198,321,2.6441335,"{0: np.int64(1), 1: np.int64(1)}"
3378,3379,992488,992702,2,807,1021,4.010336,"{0: np.int64(1), 1: np.int64(1)}"
6427,6428,4293795,4293804,2,6100,6109,7.6174315,{0: np.int64(2)}
3800,3801,1406300,1406923,2,623,625,3.217273,{0: np.int64(2)}
3803,3804,1407219,1409907,2,2688,2983,3.948276,"{0: np.int64(1), 1: np.int64(1)}"
6952,6953,4912172,4912195,2,23,25,1.5677469999999998,{0: np.int64(2)}
3821,3822,1415809,1415811,2,209,211,4.9957605,"{0: np.int64(1), 1: np.int64(1)}"
8502,8503,5771208,5777366,2,6158,6160,4.3627535,"{0: np.int64(1), 1: np.int64(1)}"
3827,3828,1416299,1416463,2,413,577,3.4735145000000003,"{0: np.int64(1), 1: np.int64(1)}"
3797,3798,1406293,1406297,2,1600,1604,6.6846119999999996,"{0: np.int64(1), 1: np.int64(1)}"
6938,6939,4906546,4907098,2,2700,3252,4.7442329999999995,"{0: np.int64(1), 1: np.int64(1)}"
6918,6919,4871766,4877012,2,7130,12376,4.589455999999999,"{0: np.int64(1), 1: np.int64(1)}"
8509,8510,5781451,5781453,2,568,570,5.9955475,"{0: np.int64(1), 1: np.int64(1)}"
3420,3421,999824,999826,2,159,161,4.7223305,"{0: np.int64(1), 1: np.int64(1)}"
3831,3832,1416767,1416866,2,302,401,3.4128670000000003,{0: np.int64(2)}
6921,6922,4878763,4879344,2,1750,2331,4.2849955,{0: np.int64(2)}
8512,8513,5781456,5783202,2,1746,1748,3.7325415,"{0: np.int64(1), 1: np.int64(1)}"
3789,3790,1400953,1401061,2,133,241,2.5492834999999996,"{0: np.int64(1), 1: np.int64(1)}"
6460,6461,4347426,4348076,2,1094,1744,3.7591099999999997,"{0: np.int64(1), 1: np.int64(1)}"
8517,8518,5783927,5784923,2,996,1137,3.4518735,"{0: np.int64(1), 1: np.int64(1)}"
3779,3780,1397625,1399506,2,3168,5049,4.2910765,{0: np.int64(2)}
3426,3427,1000766,1000770,2,881,885,6.0879105,"{0: np.int64(1), 1: np.int64(1)}"
3297,3298,972597,972602,2,42,47,2.932951,{0: np.int64(2)}
8487,8488,5770947,5770949,2,9755,9757,8.8389615,"{0: np.int64(1), 1: np.int64(1)}"
3853,3854,1421033,1421037,2,952,956,6.165418,"{0: np.int64(1), 1: np.int64(1)}"
6185,6186,3375771,3376006,2,4386,4621,5.6563799999999995,{0: np.int64(2)}
3292,3293,972550,972552,2,37,39,3.2643445,"{0: np.int64(1), 1: np.int64(1)}"
6978,6979,5008630,5009868,2,10016,11254,5.651313,"{0: np.int64(1), 1: np.int64(1)}"
3286,3287,972290,972292,2,643,645,6.1195715,"{0: np.int64(1), 1: np.int64(1)}"
3280,3281,971446,971450,2,569,573,5.650733000000001,"{0: np.int64(1), 1: np.int64(1)}"
6697,6698,4527783,4528046,2,263,285,2.7860769999999997,{0: np.int64(2)}
6155,6156,3256435,3257422,2,1428,2415,3.816695,{0: np.int64(2)}
6541,6542,4384653,4388549,2,3896,3935,4.133853,"{0: np.int64(1), 1: np.int64(1)}"
6767,6768,4569513,4570307,2,794,1015,3.3385420000000003,"{0: np.int64(1), 1: np.int64(1)}"
3264,3265,969540,969550,2,46,56,2.6773485,"{0: np.int64(1), 1: np.int64(1)}"
3261,3262,969355,969493,2,138,140,2.463627,"{0: np.int64(1), 1: np.int64(1)}"
8481,8482,5760049,5760077,2,3247,3275,6.4193845,"{0: np.int64(1), 1: np.int64(1)}"
3627,3628,1099473,1099848,2,375,557,2.963463,{0: np.int64(2)}
3484,3485,1010008,1010104,2,1613,1709,5.103676999999999,"{0: np.int64(1), 1: np.int64(1)}"
6668,6669,4516790,4517715,2,925,1023,3.4148965000000002,{0: np.int64(2)}
7005,7006,5022463,5022625,2,162,219,2.5437980000000002,"{0: np.int64(1), 1: np.int64(1)}"
3375,3376,991441,991680,2,239,271,2.738232,{0: np.int64(2)}
3370,3371,989850,991312,2,6621,8083,5.1542215,"{0: np.int64(1), 1: np.int64(1)}"
8618,8619,6228564,6228566,2,263,265,5.2255804999999995,"{0: np.int64(1), 1: np.int64(1)}"
3364,3365,982792,982796,2,1273,1277,6.4559845,"{0: np.int64(1), 1: np.int64(1)}"
6197,6198,3382989,3383208,2,794,1013,3.9825475,{0: np.int64(2)}
8630,8631,6232484,6232597,2,1530,1643,4.969329,{0: np.int64(2)}
3358,3359,980806,980932,2,1303,1429,4.754284,"{0: np.int64(1), 1: np.int64(1)}"
6525,6526,4373531,4373533,2,847,849,6.3951275,"{0: np.int64(1), 1: np.int64(1)}"
6531,6532,4376243,4382333,2,6090,8511,4.3572014999999995,"{0: np.int64(1), 1: np.int64(1)}"
6879,6880,4776145,4779459,2,4665,7979,4.3948875,"{0: np.int64(1), 1: np.int64(1)}"
3328,3329,977510,977512,2,1187,1189,6.7326105,"{0: np.int64(1), 1: np.int64(1)}"
8636,8637,6235498,6235500,2,1352,1354,6.8627665,"{0: np.int64(1), 1: np.int64(1)}"
6191,6192,3381315,3381400,2,2654,2739,5.6624975,{0: np.int64(2)}
3312,3313,973374,974164,2,790,792,3.3360165,"{0: np.int64(1), 1: np.int64(1)}"
6398,6399,4142710,4154773,2,12063,13467,4.6989494999999994,{0: np.int64(2)}
3845,3846,1418177,1418627,2,450,623,3.0546240000000004,"{0: np.int64(1), 1: np.int64(1)}"
8639,8640,6235503,6235654,2,151,153,2.5086399999999998,{0: np.int64(2)}
3300,3301,972810,972812,2,207,209,4.9861455,"{0: np.int64(1), 1: np.int64(1)}"
3667,3668,1132825,1133182,2,357,607,2.9388680000000003,{0: np.int64(2)}
3348,3349,978602,978604,2,69,71,3.887533,"{0: np.int64(1), 1: np.int64(1)}"
5418,5419,2823250,2823736,2,2269,2755,4.63399,"{0: np.int64(1), 1: np.int64(1)}"
4718,4719,1833676,1833749,2,596,669,4.245011,{0: np.int64(2)}
5410,5411,2819690,2820048,2,358,687,2.9402665000000003,"{0: np.int64(1), 1: np.int64(1)}"
8013,8014,5501231,5503909,2,2678,3399,3.9464125,"{0: np.int64(1), 1: np.int64(1)}"
7993,7994,5498617,5498621,2,99,103,3.9019725,"{0: np.int64(1), 1: np.int64(1)}"
7990,7991,5498486,5498517,2,148,179,3.2802185,{0: np.int64(2)}
7985,7986,5498285,5498335,2,63,113,2.1871235,"{0: np.int64(1), 1: np.int64(1)}"
7970,7971,5492018,5493914,2,1896,1898,3.773751,"{0: np.int64(1), 1: np.int64(1)}"
5400,5401,2816992,2816994,2,455,457,5.7737235,"{0: np.int64(1), 1: np.int64(1)}"
5382,5383,2809994,2809998,2,6119,6123,8.026007,"{0: np.int64(1), 1: np.int64(1)}"
7455,7456,5189721,5191711,2,6219,8209,4.937419,"{0: np.int64(1), 1: np.int64(1)}"
8824,8825,6651762,6653727,2,2026,3991,3.8221950000000002,{0: np.int64(2)}
7914,7915,5473672,5475812,2,2140,2452,3.8342805,"{0: np.int64(1), 1: np.int64(1)}"
5360,5361,2796974,2797746,2,1431,2203,3.9416365,"{0: np.int64(1), 1: np.int64(1)}"
7875,7876,5460873,5463223,2,2350,3205,3.881085,"{0: np.int64(1), 1: np.int64(1)}"
7869,7870,5459531,5459623,2,895,987,4.5359295,"{0: np.int64(1), 1: np.int64(1)}"
7864,7865,5456454,5458088,2,1844,3478,3.820299,"{0: np.int64(1), 1: np.int64(1)}"
7852,7853,5448202,5448496,2,1050,1344,4.1147555,"{0: np.int64(1), 1: np.int64(1)}"
7845,7846,5440051,5442945,2,2894,3083,3.9851975,"{0: np.int64(1), 1: np.int64(1)}"
4861,4862,2360109,2367847,2,7738,9842,4.4769495,"{0: np.int64(1), 1: np.int64(1)}"
4870,4871,2378002,2378109,2,1840,1947,5.1811065,{0: np.int64(2)}
7839,7840,5437029,5439359,2,3209,5539,4.196903,"{0: np.int64(1), 1: np.int64(1)}"
4883,4884,2379617,2379636,2,19,33,1.4722195,{0: np.int64(2)}
4886,4887,2380166,2380244,2,529,607,4.092634,"{0: np.int64(1), 1: np.int64(1)}"
7921,7922,5477097,5477294,2,197,339,2.6416020000000002,{0: np.int64(2)}
5516,5517,2887276,2887280,2,34,38,2.8332135000000003,"{0: np.int64(1), 1: np.int64(1)}"
4595,4596,1736135,1736137,2,49,51,3.5452465,"{0: np.int64(1), 1: np.int64(1)}"
4603,4604,1737139,1737141,2,943,945,6.5024925,"{0: np.int64(1), 1: np.int64(1)}"
5510,5511,2886608,2887055,2,447,493,3.051279,{0: np.int64(2)}
4609,4610,1738345,1738639,2,883,1177,3.941535,"{0: np.int64(1), 1: np.int64(1)}"
8068,8069,5573730,5578034,2,4304,5772,4.18365,"{0: np.int64(1), 1: np.int64(1)}"
4615,4616,1739901,1739903,2,669,671,6.1592105,"{0: np.int64(1), 1: np.int64(1)}"
4621,4622,1742763,1742765,2,2631,2633,7.5285455,"{0: np.int64(1), 1: np.int64(1)}"
4627,4628,1743709,1743713,2,61,65,3.417727,"{0: np.int64(1), 1: np.int64(1)}"
8061,8062,5566739,5567577,2,7885,8723,5.607208,"{0: np.int64(1), 1: np.int64(1)}"
7393,7394,5159717,5159847,2,1591,1721,4.938351,"{0: np.int64(1), 1: np.int64(1)}"
4635,4636,1743925,1743929,2,137,141,4.226834,"{0: np.int64(1), 1: np.int64(1)}"
5434,5435,2827146,2827150,2,116,120,4.060443,"{0: np.int64(1), 1: np.int64(1)}"
4655,4656,1760307,1760309,2,4317,4319,8.0237425,"{0: np.int64(1), 1: np.int64(1)}"
7399,7400,5160057,5160473,2,416,541,3.0153429999999997,"{0: np.int64(1), 1: np.int64(1)}"
7407,7408,5161311,5161451,2,140,234,2.4708215,"{0: np.int64(1), 1: np.int64(1)}"
7410,7411,5161500,5161790,2,290,338,2.8349405,"{0: np.int64(1), 1: np.int64(1)}"
4675,4676,1765327,1765331,2,943,947,6.155919,"{0: np.int64(1), 1: np.int64(1)}"
5458,5459,2852400,2859038,2,6638,6699,4.400283,"{0: np.int64(1), 1: np.int64(1)}"
8048,8049,5543238,5552208,2,8970,9710,4.5508205,"{0: np.int64(1), 1: np.int64(1)}"
4681,4682,1769495,1769497,2,3841,3843,7.906914500000001,"{0: np.int64(1), 1: np.int64(1)}"
4687,4688,1771675,1771677,2,891,893,6.4457705,"{0: np.int64(1), 1: np.int64(1)}"
4693,4694,1775337,1775339,2,3357,3359,7.7722295,"{0: np.int64(1), 1: np.int64(1)}"
4699,4700,1779043,1779263,2,2579,2799,5.158343,"{0: np.int64(1), 1: np.int64(1)}"
4705,4706,1787013,1787015,2,6667,6669,8.4583515,"{0: np.int64(1), 1: np.int64(1)}"
4645,4646,1746321,1746609,2,1693,1981,4.602777,"{0: np.int64(1), 1: np.int64(1)}"
5018,5019,2441464,2441466,2,783,785,6.3165595,"{0: np.int64(1), 1: np.int64(1)}"
7733,7734,5405853,5405855,2,32,34,3.1191625,"{0: np.int64(1), 1: np.int64(1)}"
5024,5025,2442264,2443688,2,1424,1955,3.6306125,"{0: np.int64(1), 1: np.int64(1)}"
5028,5029,2445292,2445633,2,1602,1943,4.463067,{0: np.int64(2)}
7730,7731,5405726,5405820,2,94,96,2.2716475,"{0: np.int64(1), 1: np.int64(1)}"
5034,5035,2448498,2448500,2,1374,1376,6.8789075,"{0: np.int64(1), 1: np.int64(1)}"
7537,7538,5239631,5239641,2,298,308,4.5458005,"{0: np.int64(1), 1: np.int64(1)}"
7540,7541,5239646,5240179,2,533,537,3.1392605,{0: np.int64(2)}
7543,7544,5241173,5243275,2,2102,3095,3.8253225000000004,"{0: np.int64(1), 1: np.int64(1)}"
7546,7547,5243978,5254724,2,10746,11448,4.641144,"{0: np.int64(1), 1: np.int64(1)}"
7574,7575,5265604,5265606,2,373,375,5.5750045,"{0: np.int64(1), 1: np.int64(1)}"
7579,7580,5275895,5275897,2,10285,10287,8.8918685,"{0: np.int64(1), 1: np.int64(1)}"
7827,7828,5429555,5429557,2,2099,2101,7.3026425,"{0: np.int64(1), 1: np.int64(1)}"
5058,5059,2470074,2471730,2,1656,2279,3.7060805,"{0: np.int64(1), 1: np.int64(1)}"
7602,7603,5302454,5303708,2,1254,1688,3.5670469999999996,"{0: np.int64(1), 1: np.int64(1)}"
7707,7708,5403289,5403291,2,4953,4955,8.1611755,"{0: np.int64(1), 1: np.int64(1)}"
7702,7703,5397312,5398078,2,766,786,3.320591,"{0: np.int64(1), 1: np.int64(1)}"
7607,7608,5309731,5314887,2,5603,10759,4.357099,"{0: np.int64(1), 1: np.int64(1)}"
5073,5074,2486707,2487001,2,3402,3696,5.290329,"{0: np.int64(1), 1: np.int64(1)}"
7618,7619,5327170,5328214,2,1044,2012,3.4754074999999998,"{0: np.int64(1), 1: np.int64(1)}"
7633,7634,5345021,5348941,2,3920,3929,4.1369235,"{0: np.int64(1), 1: np.int64(1)}"
5142,5143,2514826,2515315,2,489,689,3.096181,{0: np.int64(2)}
5139,5140,2514027,2514625,2,598,954,3.1967955,"{0: np.int64(1), 1: np.int64(1)}"
5115,5116,2504989,2505148,2,159,173,2.534452,{0: np.int64(2)}
7651,7652,5386081,5386113,2,9515,9547,7.427757,"{0: np.int64(1), 1: np.int64(1)}"
5053,5054,2468947,2469323,2,1762,2138,4.5094105,"{0: np.int64(1), 1: np.int64(1)}"
7821,7822,5426837,5427299,2,1450,1912,4.2115365,"{0: np.int64(1), 1: np.int64(1)}"
7816,7817,5420804,5421039,2,235,237,2.7297925,{0: np.int64(2)}
5324,5325,2742806,2748461,2,5655,7267,4.3201475,{0: np.int64(2)}
7813,7814,5420797,5420801,2,1950,1954,6.8824375,"{0: np.int64(1), 1: np.int64(1)}"
4914,4915,2390942,2391748,2,806,963,3.3460419999999997,"{0: np.int64(1), 1: np.int64(1)}"
5321,5322,2736357,2741193,2,4836,5740,4.2419215,"{0: np.int64(1), 1: np.int64(1)}"
7805,7806,5415123,5415125,2,717,719,6.2285025,"{0: np.int64(1), 1: np.int64(1)}"
7795,7796,5414051,5414055,2,301,305,5.013963,"{0: np.int64(1), 1: np.int64(1)}"
4941,4942,2403641,2404583,2,942,1518,3.424003,"{0: np.int64(1), 1: np.int64(1)}"
7788,7789,5412536,5413434,2,898,1090,3.400085,"{0: np.int64(1), 1: np.int64(1)}"
7783,7784,5412193,5412341,2,343,491,3.339124,"{0: np.int64(1), 1: np.int64(1)}"
5312,5313,2728382,2728733,2,486,837,3.2558154999999998,{0: np.int64(2)}
7736,7737,5405858,5406013,2,155,157,2.5217125,{0: np.int64(2)}
4962,4963,2423970,2423972,2,2511,2513,7.4818625,"{0: np.int64(1), 1: np.int64(1)}"
5309,5310,2726439,2727895,2,1456,1944,3.641724,"{0: np.int64(1), 1: np.int64(1)}"
7761,7762,5409879,5409881,2,38,40,3.2910125,"{0: np.int64(1), 1: np.int64(1)}"
7758,7759,5409728,5409840,2,112,114,2.3592494999999998,"{0: np.int64(1), 1: np.int64(1)}"
5282,5283,2669322,2687700,2,18378,20959,4.9094545,"{0: np.int64(1), 1: np.int64(1)}"
4988,4989,2430826,2431448,2,1375,1997,4.009739,"{0: np.int64(1), 1: np.int64(1)}"
4992,4993,2432644,2433415,2,1194,1965,3.76122,{0: np.int64(2)}
7534,7535,5238438,5239332,2,894,896,3.397853,"{0: np.int64(1), 1: np.int64(1)}"
5277,5278,2661491,2665427,2,3936,7342,4.13896,"{0: np.int64(1), 1: np.int64(1)}"
5000,5001,2437292,2437294,2,719,721,6.2312875000000005,"{0: np.int64(1), 1: np.int64(1)}"
7739,7740,5408291,5408537,2,2277,2523,4.9779485,"{0: np.int64(1), 1: np.int64(1)}"
5006,5007,2437562,2437846,2,284,307,2.824487,"{0: np.int64(1), 1: np.int64(1)}"
7772,7773,5410836,5410874,2,174,212,3.340262,"{0: np.int64(1), 1: np.int64(1)}"
4083,4084,1505087,1505117,2,1010,1040,5.217107,"{0: np.int64(1), 1: np.int64(1)}"
5944,5945,3130712,3130716,2,1351,1355,6.515453,"{0: np.int64(1), 1: np.int64(1)}"
4090,4091,1505224,1506577,2,1353,1355,3.6050394999999997,{0: np.int64(2)}
5938,5939,3128928,3128930,2,1273,1275,6.802557999999999,"{0: np.int64(1), 1: np.int64(1)}"
8325,8326,5706605,5706607,2,6587,6589,8.4462795,"{0: np.int64(1), 1: np.int64(1)}"
7127,7128,5049457,5049925,2,468,849,3.074234,"{0: np.int64(1), 1: np.int64(1)}"
5932,5933,3126992,3126996,2,1955,1959,6.8849979999999995,"{0: np.int64(1), 1: np.int64(1)}"
8320,8321,5692352,5698100,2,5748,5850,4.3283035000000005,"{0: np.int64(1), 1: np.int64(1)}"
8317,8318,5691945,5692249,2,503,807,3.3620759999999996,"{0: np.int64(1), 1: np.int64(1)}"
4108,4109,1513990,1514066,2,76,108,2.1653665,"{0: np.int64(1), 1: np.int64(1)}"
5926,5927,3124866,3124976,2,839,949,4.3819705,"{0: np.int64(1), 1: np.int64(1)}"
5920,5921,3123988,3123990,2,91,93,4.164286000000001,"{0: np.int64(1), 1: np.int64(1)}"
5519,5520,2887283,2887428,2,145,147,2.4883669999999998,{0: np.int64(2)}
4126,4127,1538862,1538926,2,1874,1938,5.4563885,"{0: np.int64(1), 1: np.int64(1)}"
5854,5855,3098774,3099014,2,3199,3439,5.3302745,"{0: np.int64(1), 1: np.int64(1)}"
5842,5843,3094082,3094962,2,880,1453,3.389961,"{0: np.int64(1), 1: np.int64(1)}"
5828,5829,3090438,3092010,2,12411,13983,5.746286,"{0: np.int64(1), 1: np.int64(1)}"
8287,8288,5688269,5688495,2,226,257,2.7102675,"{0: np.int64(1), 1: np.int64(1)}"
5822,5823,3075622,3076290,2,3193,3861,4.816572,"{0: np.int64(1), 1: np.int64(1)}"
5816,5817,3069764,3070984,2,1220,1885,3.553303,"{0: np.int64(1), 1: np.int64(1)}"
5810,5811,3068766,3068770,2,961,965,6.1748270000000005,"{0: np.int64(1), 1: np.int64(1)}"
7176,7177,5070232,5070333,2,101,105,2.30756,{0: np.int64(2)}
5804,5805,3065652,3066324,2,2417,3089,4.535153,"{0: np.int64(1), 1: np.int64(1)}"
5774,5775,3045750,3047406,2,4239,5895,4.6460025,"{0: np.int64(1), 1: np.int64(1)}"
5771,5772,3041433,3041510,2,610,687,4.2415565,{0: np.int64(2)}
4119,4120,1517447,1527883,2,10436,12483,4.6265085,"{0: np.int64(1), 1: np.int64(1)}"
6060,6061,3169104,3169114,2,3333,3343,6.960335499999999,"{0: np.int64(1), 1: np.int64(1)}"
6046,6047,3159394,3159396,2,181,183,4.8519235,"{0: np.int64(1), 1: np.int64(1)}"
6042,6043,3158808,3159211,2,403,459,2.9994685,{0: np.int64(2)}
3981,3982,1462847,1462857,2,300,310,4.5524895,"{0: np.int64(1), 1: np.int64(1)}"
6039,6040,3158583,3158751,2,198,366,2.7262850000000003,"{0: np.int64(1), 1: np.int64(1)}"
6036,6037,3157792,3158384,2,592,800,3.1917535,"{0: np.int64(1), 1: np.int64(1)}"
7081,7082,5029123,5029395,2,272,434,2.802901,"{0: np.int64(1), 1: np.int64(1)}"
3991,3992,1465669,1465673,2,982,986,6.196444,"{0: np.int64(1), 1: np.int64(1)}"
6029,6030,3151007,3155471,2,4464,4540,4.2019,"{0: np.int64(1), 1: np.int64(1)}"
7084,7085,5029488,5029773,2,285,377,2.826245,{0: np.int64(2)}
4013,4014,1466285,1466473,2,188,283,2.618221,"{0: np.int64(1), 1: np.int64(1)}"
6006,6007,3146050,3146054,2,4513,4517,7.72157,"{0: np.int64(1), 1: np.int64(1)}"
5950,5951,3132098,3132100,2,923,925,6.4810555,"{0: np.int64(1), 1: np.int64(1)}"
7099,7100,5035639,5035641,2,177,179,4.8295765,"{0: np.int64(1), 1: np.int64(1)}"
5986,5987,3137882,3138171,2,474,763,3.327994,{0: np.int64(2)}
5982,5983,3137404,3137406,2,1411,1413,6.9054804999999995,"{0: np.int64(1), 1: np.int64(1)}"
5976,5977,3135882,3135886,2,297,301,5.000585,"{0: np.int64(1), 1: np.int64(1)}"
4037,4038,1471249,1474197,2,2948,3041,3.994441,"{0: np.int64(1), 1: np.int64(1)}"
4051,4052,1475863,1481863,2,6000,6157,4.3497575,"{0: np.int64(1), 1: np.int64(1)}"
5964,5965,3134400,3134402,2,1595,1597,7.0280555,"{0: np.int64(1), 1: np.int64(1)}"
4057,4058,1487497,1489719,2,2222,2261,3.8530815,"{0: np.int64(1), 1: np.int64(1)}"
8347,8348,5717201,5717203,2,4041,4043,7.9576735,"{0: np.int64(1), 1: np.int64(1)}"
5961,5962,3132611,3132804,2,193,293,2.631345,{0: np.int64(2)}
5956,5957,3132504,3132508,2,91,95,3.8177125,"{0: np.int64(1), 1: np.int64(1)}"
4078,4079,1500994,1501047,2,88,141,2.492191,{0: np.int64(2)}
6000,6001,3140838,3141130,2,331,623,2.9637415000000003,"{0: np.int64(1), 1: np.int64(1)}"
7330,7331,5126392,5130798,2,4406,4408,4.195361,"{0: np.int64(1), 1: np.int64(1)}"
7335,7336,5137647,5140049,2,4023,6425,4.4077545,"{0: np.int64(1), 1: np.int64(1)}"
8147,8148,5615563,5616375,2,1265,2077,3.793077,"{0: np.int64(1), 1: np.int64(1)}"
4471,4472,1700873,1700915,2,427,469,4.187949,"{0: np.int64(1), 1: np.int64(1)}"
8141,8142,5613119,5613699,2,580,623,3.181514,"{0: np.int64(1), 1: np.int64(1)}"
4483,4484,1702037,1702269,2,232,335,2.7233685,"{0: np.int64(1), 1: np.int64(1)}"
8135,8136,5612121,5612123,2,2839,2841,7.6046335,"{0: np.int64(1), 1: np.int64(1)}"
4489,4490,1702581,1703561,2,980,1021,3.4437765000000002,"{0: np.int64(1), 1: np.int64(1)}"
4495,4496,1704865,1704879,2,307,321,4.407319,"{0: np.int64(1), 1: np.int64(1)}"
4500,4501,1705214,1705259,2,332,377,3.9018034999999998,{0: np.int64(2)}
4503,4504,1705459,1706939,2,1480,1679,3.649899,"{0: np.int64(1), 1: np.int64(1)}"
4521,4522,1708817,1711497,2,2680,2919,3.9467865,"{0: np.int64(1), 1: np.int64(1)}"
5760,5761,3038752,3038876,2,825,949,4.3052425,"{0: np.int64(1), 1: np.int64(1)}"
4529,4530,1714535,1715025,2,490,937,3.097203,"{0: np.int64(1), 1: np.int64(1)}"
8103,8104,5593211,5593213,2,1027,1029,6.5878235,"{0: np.int64(1), 1: np.int64(1)}"
4539,4540,1721451,1721453,2,3861,3863,7.912107499999999,"{0: np.int64(1), 1: np.int64(1)}"
4543,4544,1722745,1722759,2,1290,1304,5.8428685,"{0: np.int64(1), 1: np.int64(1)}"
8093,8094,5587853,5587855,2,1813,1815,7.1561645,"{0: np.int64(1), 1: np.int64(1)}"
4559,4560,1724171,1724211,2,265,305,3.73529,"{0: np.int64(1), 1: np.int64(1)}"
4565,4566,1725349,1726041,2,1005,1697,3.64295,"{0: np.int64(1), 1: np.int64(1)}"
4569,4570,1727071,1727387,2,1028,1344,4.057499,"{0: np.int64(1), 1: np.int64(1)}"
4572,4573,1727494,1727581,2,106,193,2.430485,{0: np.int64(2)}
8083,8084,5583695,5583697,2,219,221,5.0424985,"{0: np.int64(1), 1: np.int64(1)}"
5522,5523,2887652,2891004,2,3352,3575,4.0586565,"{0: np.int64(1), 1: np.int64(1)}"
4583,4584,1730419,1731377,2,2683,3641,4.462267,"{0: np.int64(1), 1: np.int64(1)}"
4526,4527,1712432,1714087,2,1655,1889,3.7057779999999996,{0: np.int64(2)}
5755,5756,3037871,3037909,2,38,40,1.8187929999999999,"{0: np.int64(1), 1: np.int64(1)}"
5752,5753,3037866,3037868,2,6,8,1.4451855,"{0: np.int64(1), 1: np.int64(1)}"
5749,5750,3037843,3037859,2,16,18,1.3862945,"{0: np.int64(1), 1: np.int64(1)}"
4237,4238,1579465,1579953,2,969,1457,3.781107,"{0: np.int64(1), 1: np.int64(1)}"
5732,5733,3034800,3034804,2,85,89,3.749504,"{0: np.int64(1), 1: np.int64(1)}"
5672,5673,3007132,3011154,2,10171,14193,5.0775285000000006,"{0: np.int64(1), 1: np.int64(1)}"
4339,4340,1639667,1640433,2,766,1339,3.320591,"{0: np.int64(1), 1: np.int64(1)}"
5662,5663,2984066,2992666,2,8600,12931,4.529759,"{0: np.int64(1), 1: np.int64(1)}"
5657,5658,2977117,2979079,2,1994,3956,3.807038,"{0: np.int64(1), 1: np.int64(1)}"
8193,8194,5665295,5665297,2,5379,5381,8.2436845,"{0: np.int64(1), 1: np.int64(1)}"
8190,8191,5658410,5659915,2,1505,1507,3.658274,{0: np.int64(2)}
8187,8188,5658405,5658407,2,260,262,5.2141079999999995,"{0: np.int64(1), 1: np.int64(1)}"
4459,4460,1698825,1698829,2,1243,1247,6.432136,"{0: np.int64(1), 1: np.int64(1)}"
8181,8182,5657361,5657363,2,4525,4527,8.0707995,"{0: np.int64(1), 1: np.int64(1)}"
5626,5627,2931316,2933310,2,1994,3955,3.798949,"{0: np.int64(1), 1: np.int64(1)}"
5619,5620,2928567,2928645,2,78,80,2.1783545,"{0: np.int64(1), 1: np.int64(1)}"
4402,4403,1682808,1688226,2,5418,5688,4.298741,"{0: np.int64(1), 1: np.int64(1)}"
4407,4408,1690185,1690219,2,151,185,3.2540995,"{0: np.int64(1), 1: np.int64(1)}"
7320,7321,5121876,5122327,2,451,495,3.055734,{0: np.int64(2)}
8159,8160,5636937,5636941,2,12959,12963,8.776398499999999,"{0: np.int64(1), 1: np.int64(1)}"
4441,4442,1693475,1694023,2,1141,1689,3.8865225,"{0: np.int64(1), 1: np.int64(1)}"
7323,7324,5126381,5126383,2,4053,4055,7.9606390000000005,"{0: np.int64(1), 1: np.int64(1)}"
4447,4448,1695405,1695407,2,447,449,5.755985000000001,"{0: np.int64(1), 1: np.int64(1)}"
8153,8154,5622377,5622381,2,4765,4769,7.7759055,"{0: np.int64(1), 1: np.int64(1)}"
4453,4454,1695757,1696627,2,870,1065,3.384247,"{0: np.int64(1), 1: np.int64(1)}"
