start_event_idx,end_event_idx,start_n,end_n,length_events,max_gap,sum_gap,mean_abs_y,branch_types
1007,1007,99775,99775,1,36,36,3.583519,{0: np.int64(1)}
1010,1010,101503,101503,1,1726,1726,7.453562,{1: np.int64(1)}
1012,1012,102082,102082,1,578,578,6.359574,{0: np.int64(1)}
1014,1014,104169,104169,1,2086,2086,7.643004,{1: np.int64(1)}
1016,1016,104866,104866,1,696,696,6.54535,{0: np.int64(1)}
1240,1240,149329,149329,1,481,481,6.175867,{1: np.int64(1)}
1026,1026,109277,109277,1,624,624,6.43615,{1: np.int64(1)}
1028,1028,109486,109486,1,208,208,5.337538,{0: np.int64(1)}
1030,1030,109519,109519,1,32,32,3.465736,{1: np.int64(1)}
1033,1033,109555,109555,1,34,34,3.526361,{0: np.int64(1)}
1036,1036,110003,110003,1,446,446,6.100319,{1: np.int64(1)}
1038,1038,110154,110154,1,150,150,5.010635,{0: np.int64(1)}
1040,1040,110343,110343,1,188,188,5.236442,{1: np.int64(1)}
1042,1042,110408,110408,1,64,64,4.158883,{0: np.int64(1)}
1044,1044,111803,111803,1,1394,1394,7.239933,{1: np.int64(1)}
1046,1046,112270,112270,1,466,466,6.144186,{0: np.int64(1)}
1018,1018,107635,107635,1,2768,2768,7.92588,{1: np.int64(1)}
808,808,77944,77944,1,88,88,4.477337,{0: np.int64(1)}
811,811,78308,78308,1,362,362,5.891644,{1: np.int64(1)}
814,814,78674,78674,1,364,364,5.897154,{0: np.int64(1)}
820,820,79780,79780,1,468,468,6.148468,{0: np.int64(1)}
823,823,80508,80508,1,726,726,6.58755,{1: np.int64(1)}
826,826,81238,81238,1,728,728,6.590301,{0: np.int64(1)}
829,829,81284,81284,1,44,44,3.78419,{1: np.int64(1)}
833,833,81363,81363,1,76,76,4.330733,{0: np.int64(1)}
843,843,83573,83573,1,522,522,6.257668,{0: np.int64(1)}
845,845,85420,85420,1,1846,1846,7.520776,{1: np.int64(1)}
980,980,97983,97983,1,83,83,4.418841,{1: np.int64(1)}
849,849,85765,85765,1,86,86,4.454347,{0: np.int64(1)}
855,855,86852,86852,1,43,43,3.7612,{1: np.int64(1)}
861,861,87778,87778,1,750,750,6.620073,{1: np.int64(1)}
872,872,88288,88288,1,48,48,3.871201,{0: np.int64(1)}
878,878,88516,88516,1,68,68,4.219508,{0: np.int64(1)}
900,900,90748,90748,1,6,6,1.791759,{0: np.int64(1)}
941,941,96149,96149,1,2,2,0.693147,{0: np.int64(1)}
943,943,96232,96232,1,82,82,4.406719,{1: np.int64(1)}
945,945,96261,96261,1,28,28,3.332205,{0: np.int64(1)}
947,947,96264,96264,1,2,2,0.693147,{1: np.int64(1)}
950,950,96270,96270,1,4,4,1.386294,{0: np.int64(1)}
847,847,85678,85678,1,257,257,5.549076,{1: np.int64(1)}
1130,1130,138108,138108,1,90,90,4.49981,{0: np.int64(1)}
1132,1132,138161,138161,1,52,52,3.951244,{1: np.int64(1)}
1138,1138,138326,138326,1,24,24,3.178054,{0: np.int64(1)}
1140,1140,138347,138347,1,20,20,2.995732,{1: np.int64(1)}
1150,1150,139082,139082,1,54,54,3.988984,{0: np.int64(1)}
1152,1152,139217,139217,1,134,134,4.89784,{1: np.int64(1)}
1184,1184,142157,142157,1,1932,1932,7.566311,{1: np.int64(1)}
1190,1190,144406,144406,1,336,336,5.817111,{0: np.int64(1)}
1192,1192,144899,144899,1,492,492,6.198479,{1: np.int64(1)}
1195,1195,145041,145041,1,140,140,4.941642,{0: np.int64(1)}
1048,1048,112945,112945,1,674,674,6.51323,{1: np.int64(1)}
1201,1201,145135,145135,1,46,46,3.828641,{0: np.int64(1)}
1204,1204,145171,145171,1,34,34,3.526361,{1: np.int64(1)}
1207,1207,145209,145209,1,36,36,3.583519,{0: np.int64(1)}
1212,1212,145909,145909,1,107,107,4.672829,{1: np.int64(1)}
1214,1214,145946,145946,1,36,36,3.583519,{0: np.int64(1)}
1218,1218,146151,146151,1,202,202,5.308268,{1: np.int64(1)}
1220,1220,146220,146220,1,68,68,4.219508,{0: np.int64(1)}
1222,1222,146307,146307,1,86,86,4.454347,{1: np.int64(1)}
1224,1224,146338,146338,1,30,30,3.401197,{0: np.int64(1)}
1226,1226,146351,146351,1,12,12,2.484907,{1: np.int64(1)}
1198,1198,145087,145087,1,44,44,3.78419,{1: np.int64(1)}
1050,1050,113172,113172,1,226,226,5.420535,{0: np.int64(1)}
1052,1052,113879,113879,1,706,706,6.559615,{1: np.int64(1)}
1054,1054,114116,114116,1,236,236,5.463832,{0: np.int64(1)}
1056,1056,115247,115247,1,1130,1130,7.029973,{1: np.int64(1)}
1058,1058,115626,115626,1,378,378,5.934894,{0: np.int64(1)}
1060,1060,117585,117585,1,1958,1958,7.579679,{1: np.int64(1)}
1062,1062,117663,117663,1,77,77,4.343805,{1: np.int64(1)}
1064,1064,117690,117690,1,26,26,3.258097,{0: np.int64(1)}
1066,1066,118204,118204,1,513,513,6.240276,{0: np.int64(1)}
1068,1068,124579,124579,1,6374,6374,8.759982,{1: np.int64(1)}
1125,1125,137611,137611,1,72,72,4.276666,{0: np.int64(1)}
1072,1072,129353,129353,1,2646,2646,7.880804,{1: np.int64(1)}
1078,1078,132884,132884,1,656,656,6.486161,{0: np.int64(1)}
1080,1080,133283,133283,1,398,398,5.986452,{1: np.int64(1)}
1082,1082,133418,133418,1,134,134,4.89784,{0: np.int64(1)}
1084,1084,135263,135263,1,1844,1844,7.519692,{1: np.int64(1)}
1086,1086,135880,135880,1,616,616,6.423247,{0: np.int64(1)}
1088,1088,135909,135909,1,28,28,3.332205,{1: np.int64(1)}
1105,1105,136593,136593,1,72,72,4.276666,{0: np.int64(1)}
1107,1107,136620,136620,1,26,26,3.258097,{1: np.int64(1)}
1109,1109,136628,136628,1,7,7,1.94591,{1: np.int64(1)}
1119,1119,137395,137395,1,114,114,4.736198,{0: np.int64(1)}
1070,1070,126706,126706,1,2126,2126,7.661998,{0: np.int64(1)}
5549,5549,2905591,2905591,1,588,588,6.376727,{0: np.int64(1)}
5552,5552,2905891,2905891,1,298,298,5.697093,{1: np.int64(1)}
5555,5555,2906193,2906193,1,300,300,5.703782,{0: np.int64(1)}
5559,5559,2907738,2907738,1,1542,1542,7.340836,{1: np.int64(1)}
5567,5567,2909967,2909967,1,180,180,5.192957,{0: np.int64(1)}
5569,5569,2910130,2910130,1,162,162,5.087596,{1: np.int64(1)}
5575,5575,2914337,2914337,1,214,214,5.365976,{0: np.int64(1)}
5577,5577,2915028,2915028,1,690,690,6.536692,{1: np.int64(1)}
5579,5579,2915259,2915259,1,230,230,5.438079,{0: np.int64(1)}
5581,5581,2916776,2916776,1,1516,1516,7.323831,{1: np.int64(1)}
3345,3345,978531,978531,1,46,46,3.828641,{0: np.int64(1)}
5589,5589,2923408,2923408,1,1710,1710,7.444249,{1: np.int64(1)}
5595,5595,2925761,2925761,1,190,190,5.247024,{0: np.int64(1)}
5597,5597,2925790,2925790,1,28,28,3.332205,{1: np.int64(1)}
5600,5600,2925822,2925822,1,30,30,3.401197,{0: np.int64(1)}
5603,5603,2926320,2926320,1,496,496,6.206576,{1: np.int64(1)}
5606,5606,2926510,2926510,1,188,188,5.236442,{0: np.int64(1)}
5609,5609,2927116,2927116,1,604,604,6.403574,{1: np.int64(1)}
5612,5612,2927724,2927724,1,606,606,6.40688,{0: np.int64(1)}
5615,5615,2928556,2928556,1,830,830,6.721426,{1: np.int64(1)}
5617,5617,2928564,2928564,1,7,7,1.94591,{1: np.int64(1)}
5587,5587,2921697,2921697,1,1062,1062,6.967909,{0: np.int64(1)}
5467,5467,2865308,2865308,1,4698,4698,8.454892,{1: np.int64(1)}
5469,5469,2865780,2865780,1,471,471,6.154858,{1: np.int64(1)}
5471,5471,2865939,2865939,1,158,158,5.062595,{0: np.int64(1)}
5473,5473,2866286,2866286,1,346,346,5.846439,{1: np.int64(1)}
5475,5475,2866403,2866403,1,116,116,4.75359,{0: np.int64(1)}
5481,5481,2872035,2872035,1,1240,1240,7.122867,{0: np.int64(1)}
5483,5483,2872938,2872938,1,902,902,6.804615,{1: np.int64(1)}
5485,5485,2873241,2873241,1,302,302,5.710427,{0: np.int64(1)}
5487,5487,2874346,2874346,1,1104,1104,7.006695,{1: np.int64(1)}
5489,5489,2874715,2874715,1,368,368,5.908083,{0: np.int64(1)}
5547,5547,2905002,2905002,1,1765,1765,7.475906,{1: np.int64(1)}
5493,5493,2875117,2875117,1,100,100,4.60517,{0: np.int64(1)}
5495,5495,2876030,2876030,1,912,912,6.81564,{1: np.int64(1)}
5505,5505,2884987,2884987,1,738,738,6.603944,{0: np.int64(1)}
5507,5507,2886560,2886560,1,1572,1572,7.360104,{1: np.int64(1)}
5513,5513,2887240,2887240,1,184,184,5.214936,{1: np.int64(1)}
5525,5525,2891726,2891726,1,721,721,6.580639,{1: np.int64(1)}
5527,5527,2891967,2891967,1,240,240,5.480639,{0: np.int64(1)}
5531,5531,2893488,2893488,1,1518,1518,7.325149,{1: np.int64(1)}
5537,5537,2895229,2895229,1,2,2,0.693147,{0: np.int64(1)}
5539,5539,2896296,2896296,1,1066,1066,6.971669,{1: np.int64(1)}
5491,5491,2875016,2875016,1,300,300,5.703782,{1: np.int64(1)}
5767,5767,3038991,3038991,1,2,2,0.693147,{0: np.int64(1)}
5769,5769,3040822,3040822,1,1830,1830,7.512071,{1: np.int64(1)}
5781,5781,3049417,3049417,1,116,116,4.75359,{0: np.int64(1)}
5783,5783,3049958,3049958,1,540,540,6.291569,{1: np.int64(1)}
5797,5797,3059429,3059429,1,450,450,6.109248,{0: np.int64(1)}
5799,5799,3061812,3061812,1,2382,2382,7.775696,{1: np.int64(1)}
5802,5802,3063234,3063234,1,1420,1420,7.258412,{0: np.int64(1)}
5808,5808,3067804,3067804,1,1478,1478,7.298445,{0: np.int64(1)}
5814,5814,3069098,3069098,1,326,326,5.786897,{0: np.int64(1)}
5820,5820,3072428,3072428,1,1442,1442,7.273786,{0: np.int64(1)}
5622,5622,2928672,2928672,1,26,26,3.258097,{0: np.int64(1)}
5831,5831,3092535,3092535,1,524,524,6.261492,{0: np.int64(1)}
5833,5833,3093254,3093254,1,718,718,6.57647,{1: np.int64(1)}
5835,5835,3093495,3093495,1,240,240,5.480639,{0: np.int64(1)}
5837,5837,3093500,3093500,1,4,4,1.386294,{1: np.int64(1)}
5840,5840,3093508,3093508,1,6,6,1.791759,{0: np.int64(1)}
5852,5852,3095574,3095574,1,100,100,4.60517,{0: np.int64(1)}
5869,5869,3106457,3106457,1,210,210,5.347108,{0: np.int64(1)}
5871,5871,3106942,3106942,1,484,484,6.182085,{1: np.int64(1)}
5873,5873,3107105,3107105,1,162,162,5.087596,{0: np.int64(1)}
5875,5875,3107288,3107288,1,182,182,5.204007,{1: np.int64(1)}
5826,5826,3078026,3078026,1,1734,1734,7.458186,{0: np.int64(1)}
5624,5624,2929354,2929354,1,681,681,6.523562,{0: np.int64(1)}
5629,5629,2933977,2933977,1,666,666,6.50129,{0: np.int64(1)}
5631,5631,2938384,2938384,1,4406,4406,8.390723,{1: np.int64(1)}
5641,5641,2948239,2948239,1,998,998,6.905753,{0: np.int64(1)}
5643,5643,2949236,2949236,1,996,996,6.903747,{1: np.int64(1)}
5649,5649,2965097,2965097,1,2070,2070,7.635304,{0: np.int64(1)}
5651,5651,2968130,2968130,1,3032,3032,8.016978,{1: np.int64(1)}
5653,5653,2969143,2969143,1,1012,1012,6.919684,{0: np.int64(1)}
5655,5655,2975122,2975122,1,5978,5978,8.695841,{1: np.int64(1)}
5660,5660,2979734,2979734,1,654,654,6.483107,{0: np.int64(1)}
5758,5758,3037926,3037926,1,16,16,2.772589,{0: np.int64(1)}
5667,5667,2996246,2996246,1,710,710,6.565265,{1: np.int64(1)}
5670,5670,2996960,2996960,1,712,712,6.568078,{0: np.int64(1)}
5675,5675,3012497,3012497,1,1342,1342,7.201916,{0: np.int64(1)}
5677,5677,3014042,3014042,1,1544,1544,7.342132,{1: np.int64(1)}
5725,5725,3034593,3034593,1,232,232,5.446737,{0: np.int64(1)}
5727,5727,3034652,3034652,1,58,58,4.060443,{1: np.int64(1)}
5730,5730,3034714,3034714,1,60,60,4.094345,{0: np.int64(1)}
5736,5736,3034840,3034840,1,34,34,3.526361,{0: np.int64(1)}
5739,5739,3034980,3034980,1,138,138,4.927254,{1: np.int64(1)}
5741,5741,3035027,3035027,1,46,46,3.828641,{0: np.int64(1)}
5743,5743,3035092,3035092,1,64,64,4.158883,{1: np.int64(1)}
5665,5665,2995535,2995535,1,2868,2868,7.96137,{0: np.int64(1)}
5185,5185,2544542,2544542,1,292,292,5.676754,{1: np.int64(1)}
5187,5187,2544641,2544641,1,98,98,4.584967,{0: np.int64(1)}
5189,5189,2545052,2545052,1,410,410,6.016157,{1: np.int64(1)}
5199,5199,2553607,2553607,1,466,466,6.144186,{0: np.int64(1)}
5201,5201,2556686,2556686,1,3078,3078,8.032035,{1: np.int64(1)}
5203,5203,2557713,2557713,1,1026,1026,6.933423,{0: np.int64(1)}
5205,5205,2570770,2570770,1,13056,13056,9.477003,{1: np.int64(1)}
5207,5207,2575123,2575123,1,4352,4352,8.378391,{0: np.int64(1)}
5209,5209,2580360,2580360,1,5236,5236,8.563313,{1: np.int64(1)}
5211,5211,2582107,2582107,1,1746,1746,7.465083,{0: np.int64(1)}
5461,5461,2859364,2859364,1,325,325,5.783825,{1: np.int64(1)}
5219,5219,2594693,2594693,1,2266,2266,7.725771,{0: np.int64(1)}
5221,5221,2596056,2596056,1,1362,1362,7.216709,{1: np.int64(1)}
5223,5223,2596511,2596511,1,454,454,6.118097,{0: np.int64(1)}
5225,5225,2600774,2600774,1,4262,4262,8.357494,{1: np.int64(1)}
5227,5227,2602197,2602197,1,1422,1422,7.25982,{0: np.int64(1)}
5229,5229,2602606,2602606,1,408,408,6.011267,{1: np.int64(1)}
5232,5232,2603018,2603018,1,410,410,6.016157,{0: np.int64(1)}
5235,5235,2604044,2604044,1,1024,1024,6.931472,{1: np.int64(1)}
5241,5241,2605329,2605329,1,200,200,5.298317,{0: np.int64(1)}
5243,5243,2606068,2606068,1,738,738,6.603944,{1: np.int64(1)}
5213,5213,2583578,2583578,1,1470,1470,7.293018,{1: np.int64(1)}
5105,5105,2504698,2504698,1,36,36,3.583519,{1: np.int64(1)}
5108,5108,2504738,2504738,1,38,38,3.637586,{0: np.int64(1)}
5111,5111,2504934,2504934,1,194,194,5.267858,{1: np.int64(1)}
5113,5113,2504974,2504974,1,39,39,3.663562,{1: np.int64(1)}
5119,5119,2505508,2505508,1,358,358,5.880533,{1: np.int64(1)}
5121,5121,2505629,2505629,1,120,120,4.787492,{0: np.int64(1)}
5123,5123,2508810,2508810,1,3180,3180,8.064636,{1: np.int64(1)}
5125,5125,2509871,2509871,1,1060,1060,6.966024,{0: np.int64(1)}
5127,5127,2510080,2510080,1,208,208,5.337538,{1: np.int64(1)}
5130,5130,2510292,2510292,1,210,210,5.347108,{0: np.int64(1)}
5183,5183,2544249,2544249,1,118,118,4.770685,{0: np.int64(1)}
5135,5135,2512603,2512603,1,578,578,6.359574,{0: np.int64(1)}
5137,5137,2513670,2513670,1,1066,1066,6.971669,{1: np.int64(1)}
5145,5145,2515828,2515828,1,512,512,6.238325,{1: np.int64(1)}
5147,5147,2516001,2516001,1,172,172,5.147494,{0: np.int64(1)}
5149,5149,2522488,2522488,1,6486,6486,8.777401,{1: np.int64(1)}
5159,5159,2527985,2527985,1,394,394,5.976351,{0: np.int64(1)}
5161,5161,2528700,2528700,1,714,714,6.570883,{1: np.int64(1)}
5175,5175,2542051,2542051,1,1572,1572,7.360104,{0: np.int64(1)}
5177,5177,2543344,2543344,1,1292,1292,7.163947,{1: np.int64(1)}
5179,5179,2543777,2543777,1,432,432,6.068426,{0: np.int64(1)}
5181,5181,2544130,2544130,1,352,352,5.863631,{1: np.int64(1)}
5133,5133,2512024,2512024,1,1730,1730,7.455877,{1: np.int64(1)}
5343,5343,2793444,2793444,1,1850,1850,7.522941,{1: np.int64(1)}
5349,5349,2794867,2794867,1,150,150,5.010635,{0: np.int64(1)}
5351,5351,2795310,2795310,1,442,442,6.09131,{1: np.int64(1)}
5358,5358,2795542,2795542,1,32,32,3.465736,{0: np.int64(1)}
5363,5363,2798005,2798005,1,258,258,5.55296,{0: np.int64(1)}
5365,5365,2798738,2798738,1,732,732,6.595781,{1: np.int64(1)}
5367,5367,2798983,2798983,1,244,244,5.497168,{0: np.int64(1)}
5369,5369,2800638,2800638,1,1654,1654,7.410952,{1: np.int64(1)}
5371,5371,2801191,2801191,1,552,552,6.313548,{0: np.int64(1)}
5373,5373,2802742,2802742,1,1550,1550,7.34601,{1: np.int64(1)}
5245,5245,2606315,2606315,1,246,246,5.505332,{0: np.int64(1)}
5398,5398,2816536,2816536,1,1356,1356,7.212294,{0: np.int64(1)}
5404,5404,2817019,2817019,1,23,23,3.135494,{1: np.int64(1)}
5415,5415,2820979,2820979,1,928,928,6.833032,{0: np.int64(1)}
5422,5422,2823900,2823900,1,162,162,5.087596,{0: np.int64(1)}
5425,5425,2824146,2824146,1,244,244,5.497168,{1: np.int64(1)}
5428,5428,2824394,2824394,1,246,246,5.505332,{0: np.int64(1)}
5431,5431,2827028,2827028,1,2632,2632,7.875499,{1: np.int64(1)}
5447,5447,2845099,2845099,1,1378,1378,7.228388,{0: np.int64(1)}
5449,5449,2850416,2850416,1,5316,5316,8.578476,{1: np.int64(1)}
5456,5456,2852338,2852338,1,38,38,3.637586,{0: np.int64(1)}
5380,5380,2803874,2803874,1,156,156,5.049856,{0: np.int64(1)}
5247,5247,2607068,2607068,1,752,752,6.622736,{1: np.int64(1)}
5249,5249,2607321,2607321,1,252,252,5.529429,{0: np.int64(1)}
5251,5251,2607514,2607514,1,192,192,5.257495,{1: np.int64(1)}
5261,5261,2617925,2617925,1,2054,2054,7.627544,{0: np.int64(1)}
5263,5263,2619374,2619374,1,1448,1448,7.277939,{1: np.int64(1)}
5280,5280,2666740,2666740,1,1312,1312,7.179308,{0: np.int64(1)}
5285,5285,2693827,2693827,1,6126,6126,8.720297,{0: np.int64(1)}
5287,5287,2700884,2700884,1,7056,7056,8.861634,{1: np.int64(1)}
5289,5289,2703237,2703237,1,2352,2352,7.763021,{0: np.int64(1)}
5291,5291,2704546,2704546,1,1308,1308,7.176255,{1: np.int64(1)}
5341,5341,2791593,2791593,1,108,108,4.682131,{0: np.int64(1)}
5295,5295,2706872,2706872,1,1888,1888,7.543273,{1: np.int64(1)}
5305,5305,2724485,2724485,1,2308,2308,7.744137,{0: np.int64(1)}
5307,5307,2725950,2725950,1,1464,1464,7.288928,{1: np.int64(1)}
5315,5315,2731738,2731738,1,3004,3004,8.0077,{1: np.int64(1)}
5317,5317,2732741,2732741,1,1002,1002,6.909753,{0: np.int64(1)}
5319,5319,2735452,2735452,1,2710,2710,7.904704,{1: np.int64(1)}
5327,5327,2760474,2760474,1,12012,12012,9.393661,{1: np.int64(1)}
5329,5329,2764479,2764479,1,4004,4004,8.295049,{0: np.int64(1)}
5331,5331,2777090,2777090,1,12610,12610,9.442245,{1: np.int64(1)}
5337,5337,2791161,2791161,1,308,308,5.7301,{0: np.int64(1)}
5339,5339,2791484,2791484,1,322,322,5.774552,{1: np.int64(1)}
5293,5293,2704983,2704983,1,436,436,6.077642,{0: np.int64(1)}
6339,6339,3624765,3624765,1,18,18,2.890372,{0: np.int64(1)}
6344,6344,3626278,3626278,1,370,370,5.913503,{0: np.int64(1)}
6346,6346,3627933,3627933,1,1654,1654,7.410952,{1: np.int64(1)}
6348,6348,3628486,3628486,1,552,552,6.313548,{0: np.int64(1)}
6350,6350,3628787,3628787,1,300,300,5.703782,{1: np.int64(1)}
6360,6360,3820294,3820294,1,46214,46214,10.741038,{0: np.int64(1)}
6362,6362,3832701,3832701,1,12406,12406,9.425936,{1: np.int64(1)}
6365,6365,3845111,3845111,1,12408,12408,9.426097,{0: np.int64(1)}
6368,6368,3848131,3848131,1,3018,3018,8.01235,{1: np.int64(1)}
6371,6371,3850822,3850822,1,2689,2689,7.896925,{1: np.int64(1)}
5918,5918,3123896,3123896,1,12,12,2.484907,{0: np.int64(1)}
6384,6384,3905956,3905956,1,12082,12082,9.399472,{0: np.int64(1)}
6386,6386,3937831,3937831,1,31874,31874,10.369546,{1: np.int64(1)}
6388,6388,3948458,3948458,1,10626,10626,9.271059,{0: np.int64(1)}
6390,6390,4078077,4078077,1,129618,129618,11.772347,{1: np.int64(1)}
6392,6392,4121284,4121284,1,43206,43206,10.673735,{0: np.int64(1)}
6394,6394,4137091,4137091,1,15806,15806,9.668145,{1: np.int64(1)}
6396,6396,4141305,4141305,1,4213,4213,8.34593,{1: np.int64(1)}
6402,6402,4161433,4161433,1,6658,6658,8.803574,{1: np.int64(1)}
6405,6405,4168095,4168095,1,6660,6660,8.803875,{0: np.int64(1)}
6408,6408,4248055,4248055,1,79958,79958,11.289257,{1: np.int64(1)}
6378,6378,3856405,3856405,1,2040,2040,7.620705,{1: np.int64(1)}
6282,6282,3522612,3522612,1,2568,2568,7.850883,{0: np.int64(1)}
6284,6284,3524117,3524117,1,1504,1504,7.315884,{1: np.int64(1)}
6286,6286,3524620,3524620,1,502,502,6.2186,{0: np.int64(1)}
6288,6288,3556487,3556487,1,31866,31866,10.369295,{1: np.int64(1)}
6290,6290,3567110,3567110,1,10622,10622,9.270683,{0: np.int64(1)}
6292,6292,3576299,3576299,1,9188,9188,9.125654,{1: np.int64(1)}
6294,6294,3579364,3579364,1,3064,3064,8.027477,{0: np.int64(1)}
6296,6296,3584355,3584355,1,4990,4990,8.515191,{1: np.int64(1)}
6298,6298,3586020,3586020,1,1664,1664,7.41698,{0: np.int64(1)}
6300,6300,3594185,3594185,1,8164,8164,9.00749,{1: np.int64(1)}
6336,6336,3624745,3624745,1,16,16,2.772589,{1: np.int64(1)}
6304,6304,3601717,3601717,1,4808,4808,8.478036,{1: np.int64(1)}
6306,6306,3603322,3603322,1,1604,1604,7.380256,{0: np.int64(1)}
6308,6308,3604441,3604441,1,1118,1118,7.019297,{1: np.int64(1)}
6310,6310,3604816,3604816,1,374,374,5.924256,{0: np.int64(1)}
6312,6312,3604973,3604973,1,156,156,5.049856,{1: np.int64(1)}
6324,6324,3608282,3608282,1,460,460,6.131226,{0: np.int64(1)}
6326,6326,3609198,3609198,1,915,915,6.818924,{0: np.int64(1)}
6328,6328,3617249,3617249,1,8050,8050,8.993427,{1: np.int64(1)}
6330,6330,3619934,3619934,1,2684,2684,7.895063,{0: np.int64(1)}
6332,6332,3623529,3623529,1,3594,3594,8.187021,{1: np.int64(1)}
6334,6334,3624728,3624728,1,1198,1198,7.088409,{0: np.int64(1)}
6302,6302,3596908,3596908,1,2722,2722,7.909122,{0: np.int64(1)}
6539,6539,4384613,4384613,1,106,106,4.663439,{0: np.int64(1)}
6548,6548,4390580,4390580,1,160,160,5.075174,{0: np.int64(1)}
6550,6550,4391723,4391723,1,1142,1142,7.040536,{1: np.int64(1)}
6552,6552,4392106,4392106,1,382,382,5.945421,{0: np.int64(1)}
6554,6554,4395577,4395577,1,3470,3470,8.15191,{1: np.int64(1)}
6556,6556,4396736,4396736,1,1158,1158,7.05445,{0: np.int64(1)}
6558,6558,4397841,4397841,1,1104,1104,7.006695,{1: np.int64(1)}
6564,6564,4408417,4408417,1,585,585,6.371612,{1: np.int64(1)}
6570,6570,4412741,4412741,1,2100,2100,7.649693,{1: np.int64(1)}
6572,6572,4413442,4413442,1,700,700,6.55108,{0: np.int64(1)}
6410,6410,4274710,4274710,1,26654,26654,10.190695,{0: np.int64(1)}
6580,6580,4419056,4419056,1,1248,1248,7.129298,{0: np.int64(1)}
6582,6582,4425811,4425811,1,6754,6754,8.81789,{1: np.int64(1)}
6588,6588,4431644,4431644,1,888,888,6.788972,{0: np.int64(1)}
6590,6590,4432945,4432945,1,1300,1300,7.17012,{1: np.int64(1)}
6592,6592,4433380,4433380,1,434,434,6.073045,{0: np.int64(1)}
6594,6594,4434299,4434299,1,918,918,6.822197,{1: np.int64(1)}
6596,6596,4434606,4434606,1,306,306,5.723585,{0: np.int64(1)}
6598,6598,4435171,4435171,1,564,564,6.335054,{1: np.int64(1)}
6608,6608,4443698,4443698,1,666,666,6.50129,{0: np.int64(1)}
6610,6610,4448581,4448581,1,4882,4882,8.49331,{1: np.int64(1)}
6574,6574,4413811,4413811,1,368,368,5.908083,{1: np.int64(1)}
6412,6412,4276955,4276955,1,2244,2244,7.716015,{1: np.int64(1)}
6415,6415,4279203,4279203,1,2246,2246,7.716906,{0: np.int64(1)}
6421,6421,4281593,4281593,1,960,960,6.866933,{0: np.int64(1)}
6424,6424,4287693,4287693,1,6098,6098,8.715716,{1: np.int64(1)}
6430,6430,4294321,4294321,1,516,516,6.246107,{1: np.int64(1)}
6434,6434,4295190,4295190,1,866,866,6.763885,{0: np.int64(1)}
6441,6441,4305537,4305537,1,4696,4696,8.454466,{0: np.int64(1)}
6444,6444,4309929,4309929,1,4390,4390,8.387085,{1: np.int64(1)}
6450,6450,4314330,4314330,1,2,2,0.693147,{0: np.int64(1)}
6463,6463,4348295,4348295,1,218,218,5.384495,{0: np.int64(1)}
6529,6529,4373821,4373821,1,286,286,5.655992,{0: np.int64(1)}
6477,6477,4364939,4364939,1,702,702,6.553933,{0: np.int64(1)}
6479,6479,4365054,4365054,1,114,114,4.736198,{1: np.int64(1)}
6482,6482,4365172,4365172,1,116,116,4.75359,{0: np.int64(1)}
6489,6489,4366057,4366057,1,222,222,5.402677,{0: np.int64(1)}
6491,6491,4366512,4366512,1,454,454,6.118097,{1: np.int64(1)}
6493,6493,4366665,4366665,1,152,152,5.023881,{0: np.int64(1)}
6495,6495,4367168,4367168,1,502,502,6.2186,{1: np.int64(1)}
6503,6503,4369681,4369681,1,572,572,6.349139,{0: np.int64(1)}
6509,6509,4369900,4369900,1,21,21,3.044522,{1: np.int64(1)}
6515,6515,4371056,4371056,1,968,968,6.875232,{1: np.int64(1)}
6523,6523,4372683,4372683,1,76,76,4.330733,{0: np.int64(1)}
6471,6471,4363069,4363069,1,794,794,6.677083,{0: np.int64(1)}
6088,6088,3175760,3175760,1,674,674,6.51323,{0: np.int64(1)}
6094,6094,3180252,3180252,1,1164,1164,7.059618,{0: np.int64(1)}
6100,6100,3180856,3180856,1,152,152,5.023881,{0: np.int64(1)}
6102,6102,3186819,3186819,1,5962,5962,8.693161,{1: np.int64(1)}
6104,6104,3188808,3188808,1,1988,1988,7.594884,{0: np.int64(1)}
6110,6110,3192322,3192322,1,1386,1386,7.234177,{0: np.int64(1)}
6112,6112,3195877,3195877,1,3554,3554,8.175829,{1: np.int64(1)}
6114,6114,3197064,3197064,1,1186,1186,7.078342,{0: np.int64(1)}
6116,6116,3199657,3199657,1,2592,2592,7.860185,{1: np.int64(1)}
6118,6118,3200522,3200522,1,864,864,6.761573,{0: np.int64(1)}
6280,6280,3520043,3520043,1,7702,7702,8.949235,{1: np.int64(1)}
6130,6130,3207538,3207538,1,510,510,6.234411,{0: np.int64(1)}
6140,6140,3218970,3218970,1,2304,2304,7.742402,{0: np.int64(1)}
6146,6146,3220520,3220520,1,388,388,5.961005,{0: np.int64(1)}
6148,6148,3245313,3245313,1,24792,24792,10.118276,{1: np.int64(1)}
6150,6150,3253578,3253578,1,8264,8264,9.019664,{0: np.int64(1)}
6152,6152,3255005,3255005,1,1426,1426,7.262629,{1: np.int64(1)}
6158,6158,3263469,3263469,1,6046,6046,8.707152,{1: np.int64(1)}
6160,6160,3265486,3265486,1,2016,2016,7.608871,{0: np.int64(1)}
6162,6162,3268635,3268635,1,3148,3148,8.054523,{1: np.int64(1)}
6164,6164,3269686,3269686,1,1050,1050,6.956545,{0: np.int64(1)}
